fragments,num_positions,filled,cluster
[100He]C1c2ccccc2N([101He])C1[102He],3,c1ccc2c(c1)CCN2,0
[100He]c1c([101He])c([102He])c2c(c1[102He])C1CCC2c2ccccc21,4,c1ccc2c(c1)C1CCC2c2ccccc21,0
[100He]C1Nc2cccc3cccc1c23,1,c1cc2c3c(cccc3c1)NC2,0
[100He]C1CC=C2C3=C(Cc4ccccc43)c3cccc1c32,1,C1=C2C3=C(Cc4ccccc43)c3cccc(c32)CC1,0
[100He]C1c2ccccc2C(=O)C2=C([101He])NC(=O)C21,2,O=C1C2=CNC(=O)C2Cc2ccccc21,0
[100He]C1=Nc2ccccc2C2=NC([101He])C([100He])N12,3,C1=Nc2ccccc2C2=NCCN12,0
[100He]C1=CC2Sc3ccccc3C2C=C1,1,C1=CC2Sc3ccccc3C2C=C1,0
[100He]C1c2ccccc2C(=O)c2ccccc2C1[100He],2,O=C1c2ccccc2CCc2ccccc21,0
[100He]C1=Cc2ccccc2C2CC=CC=C12,1,C1=CCC2C(=C1)C=Cc1ccccc12,0
[100He]c1nc2c(c([101He])c1[100He])C1c3ccccc3C2c2ccccc21,3,c1ccc2c(c1)C1c3ccccc3C2c2ncccc21,0
[100He]C1c2ccccc2Oc2ccccc2C1[100He],2,c1ccc2c(c1)CCc1ccccc1O2,0
[100He]c1cccc2c1CCCC2[100He],2,c1ccc2c(c1)CCCC2,0
[100He]C1Oc2ccccc2O1,1,c1ccc2c(c1)OCO2,0
[100He]C1=CC2c3ccccc3OC2C=C1,1,C1=CC2Oc3ccccc3C2C=C1,0
[100He]C1c2ccccc2S(=O)(=O)c2ccccc21,1,O=S1(=O)c2ccccc2Cc2ccccc21,0
[100He]C1C([101He])=Nc2ccccc21,2,C1=Nc2ccccc2C1,0
[100He]C1=c2ccccc2=NC([101He])N1,2,C1=c2ccccc2=NCN1,0
[100He]C1c2ccccc2CC1[101He],2,c1ccc2c(c1)CCC2,0
[100He]C1Oc2c(c3ccccc3c3ccccc23)C1[100He],2,c1ccc2c(c1)c1c(c3ccccc32)OCC1,0
[100He]C1C(=O)Oc2c1ccc1c3c(ccc21)C([100He])C(=O)O3,2,O=C1Cc2ccc3c4c(ccc3c2O1)CC(=O)O4,0
[100He]C1c2ccccc2-c2c1ccc1ccccc21,1,c1ccc2c(c1)Cc1ccc3ccccc3c1-2,0
[100He]C1Cc2ccccc2S1,1,c1ccc2c(c1)CCS2,0
[100He]C1=C2C(=O)c3ccccc3C([101He])C2C(=O)N1,2,O=C1C2=CNC(=O)C2Cc2ccccc21,0
[100He]C1Cc2ccccc2C([100He])Cc2ccccc21,2,c1ccc2c(c1)CCc1ccccc1CC2,0
[100He]C1C([101He])=Cc2ccccc21,2,C1=Cc2ccccc2C1,0
[100He]c1cccc2c1C1CC2c2ccccc21,1,c1ccc2c(c1)C1CC2c2ccccc21,0
[100He]c1nc2c(c([101He])c1[102He])C1c3ccccc3C2c2ccccc21,3,c1ccc2c(c1)C1c3ccccc3C2c2ncccc21,0
[100He]C1c2ccccc2CCc2ccccc2C1[100He],2,c1ccc2c(c1)CCc1ccccc1CC2,0
[100He]C=C1C(=O)c2ccccc2C1[101He],2,C=C1Cc2ccccc2C1=O,0
[100He]c1c([101He])c([102He])nc2c1C1CCC2c2ccccc21,3,c1ccc2c(c1)C1CCC2c2ncccc21,0
[100He]C1CCC([100He])c2c([101He])cccc21,3,c1ccc2c(c1)CCCC2,0
[100He]C1CCCc2ccccc21,1,c1ccc2c(c1)CCCC2,0
[100He]C1Nc2ccccc2S1,1,c1ccc2c(c1)NCS2,0
[100He]C1Cc2ccncc21,1,c1cc2c(cn1)CC2,0
[100He]C1C([101He])c2ccccc2N1[102He],3,c1ccc2c(c1)CCN2,0
[100He]C1c2ccccc2-c2ccccc21,1,c1ccc2c(c1)Cc1ccccc1-2,0
[100He]n1c(=O)n2n(c1=O)C1(CCCC(C)(C)C)c3ccccc3C2c2ccccc21,1,CC(C)(C)CCCC12c3ccccc3C(c3ccccc31)n1c(=O)[nH]c(=O)n12,0
[100He]c1ccc2c3c1CC=CC3c1ccccc1-2,1,C1=CC2c3ccccc3-c3cccc(c32)C1,0
[100He]C1=Nc2ccccc2C2Nc3ccccc3N12,1,C1=Nc2ccccc2C2Nc3ccccc3N12,0
[100He]C1=CC2C(C=C1)c1ccccc1C2([101He])[101He],3,C1=CC2Cc3ccccc3C2C=C1,0
[100He]C1N=c2ccccc2=CN1,1,C1=c2ccccc2=NCN1,0
[100He]C1C=CC(=C2NCCN2)c2ccccc21,1,C1=CC(=C2NCCN2)c2ccccc2C1,0
[100He]C1c2ccccc2Nc2ccccc21,1,c1ccc2c(c1)Cc1ccccc1N2,0
[100He]c1cccc2c1-c1ccccc1C2[101He],2,c1ccc2c(c1)Cc1ccccc1-2,0
[100He]C1c2ccccc2Oc2ccccc21,1,c1ccc2c(c1)Cc1ccccc1O2,0
[100He]C1([101He])CC([102He])c2ccccc21,3,c1ccc2c(c1)CCC2,0
[100He]c1sc2c(c1[100He])C([100He])c1ccccc1-2,3,c1ccc2c(c1)Cc1ccsc1-2,0
[100He]c1cccc2c1C1CC2C1,1,c1ccc2c(c1)C1CC2C1,0
[100He]C1Cc2ccccc2C1,1,c1ccc2c(c1)CCC2,0
[100He]C1C(=C2C=C([101He])Oc3ccccc32)C(=O)c2ccccc21,2,O=C1C(=C2C=COc3ccccc32)Cc2ccccc21,0
[100He]C1c2ccccc2-c2c([101He])cccc21,2,c1ccc2c(c1)Cc1ccccc1-2,0
[100He]C1CC([100He])c2ccccc21,2,c1ccc2c(c1)CCC2,0
