fragments,num_positions,filled,cluster
[100He]c1cc2sc([101He])cc2s1,2,c1cc2sccc2s1,93
[100He]c1cc2cc([101He])sc2s1,2,c1cc2ccsc2s1,93
[100He]C1=[SH]c2cc([101He])sc2C1,2,C1=[SH]c2ccsc2C1,93
[100He]C1C2C=CC(O2)C1[101He],2,C1=CC2CCC1O2,94
[100He]C(=O)OCCOC([101He])=O,2,O=COCCOC=O,95
[100He]C(=O)OCC[101He],2,CCOC=O,95
[100He]C(=O)OCCC[101He],2,CCCOC=O,95
[100He]C(=O)OC[101He],2,COC=O,95
[100He]C(=O)OCOC([101He])=O,2,O=COCOC=O,95
[100He]C(CCC)CC([101He])CC,2,CCCCCCCC,96
[100He]C(CC)CC([101He])CC,2,CCCCCCC,96
[100He]C(CC)CC([101He])CCC,2,CCCCCCCC,96
[100He]C1=CCC([101He])C=C1,2,C1=CCCC=C1,97
[100He]C1=CC([101He])CC=C1,2,C1=CCCC=C1,97
[100He]C1C=C([101He])C=CC1,2,C1=CCCC=C1,97
[100He]c1cnncc1[101He],2,c1ccnnc1,98
[100He]c1ccncc1[101He],2,c1ccncc1,98
[100He]c1cnccc1[101He],2,c1ccncc1,98
[100He]C1=C([101He])NC(=O)C1,2,O=C1CC=CN1,99
