smiles,homo,gap,lumo
c1cc(-c2ccc3c4ccccc4c4ccccc4c3c2)cc(-c2ccc3c4ccccc4c4ccccc4c3c2)c1,-7.9054787961110495,4.269,0.0573615996854
Cc1ccc(C)c(-c2nc(S)nc(S)n2)c1,-8.902395098802849,4.593,-0.38996635915155
Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccc6c(c5)C(C)(C)c5cc(-c7ccc(N(c8ccccc8)c8ccc(C)cc8)cc7)ccc5-6)cc4)cc3)cc2)cc1,-6.85637105689335,3.771,0.0841376025746
Fc1ccc(-c2ccc(N(c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)c3ccc4c5ccccc5c5ccccc5c4c3)cc2)cc1,-7.027122498082101,3.95,0.3304006372771
CCc1nc(-c2ccccc2)nc(-c2ccc3c(c2)oc2ccccc23)n1,-8.3967259304187,4.425,-0.5014241923163499
c1ccc2c(c1)ccc1c3c(cnc12)C1CC2CC(C1)CC3C2,-8.05432507233455,4.263,0.29793745491245
CCCCCCCCc1ccc(-c2cc3sc4c5ccccc5sc4c3s2)s1,-7.3071276502466,3.593,-0.3767688374023
C1=CC2CC1CC2CCc1ccc(C2=Cc3ccccc3C2)cc1,-7.56620724730765,4.229,0.23605876530875
CC(C)Oc1cc(C(=O)N2CCN(C)CC2)ccc1N,-7.6656104368953,4.82,1.23107027104705
C=Cc1cccc(OCOCOCOCOC)c1,-8.332697541396051,4.821,0.5667587278214
Sc1ccc(Cl)cc1,-8.48301323241225,4.939,0.97446691002555
Cc1c(-c2ccc(-c3ccc(C=C4C(=O)c5cc(Cl)c(Br)cc5C4=C(C#N)C#N)s3)s2)n(C)c2c1ncc1c2ccc2c3ccc4c(cnc5c(C)c(-c6ccc(-c7ccc(C=C8C(=O)c9cc(Cl)c(Br)cc9C8=C(C#N)C#N)s7)s6)n(C)c54)c3c3ccccc3c21,-7.346094353638199,2.492,-2.2734567981574
